,date,sent_mean,sent_median,headline_count
694,2010-05-05,-0.20010000000000003,0.0,25
695,2010-05-06,-0.192872,0.0,25
696,2010-05-07,-0.20526799999999998,-0.25,25
697,2010-05-08,-0.039308,0.0,25
698,2010-05-09,-0.203128,-0.2732,25
699,2010-05-10,-0.23103200000000002,-0.296,25
700,2010-05-11,-0.280924,-0.34,25
701,2010-05-12,-0.285464,-0.4767,25
702,2010-05-13,-0.20363199999999998,-0.0516,25
703,2010-05-14,-0.330124,-0.3182,25
704,2010-05-15,-0.18851199999999999,-0.2263,25
705,2010-05-16,-0.229904,0.0,25
706,2010-05-17,-0.11745599999999999,0.0,25
707,2010-05-18,-0.139372,-0.128,25
708,2010-05-19,-0.33832,-0.4019,25
709,2010-05-20,-0.24778399999999998,-0.1027,25
710,2010-05-21,-0.280044,-0.34,25
711,2010-05-22,-0.309236,-0.34,25
712,2010-05-23,-0.10760399999999999,0.0,25
713,2010-05-24,-0.24884,-0.296,25
714,2010-05-25,-0.32422000000000006,-0.34,25
715,2010-05-26,-0.22247599999999998,-0.1027,25
716,2010-05-27,-0.176464,-0.25,25
717,2010-05-28,-0.277084,-0.3291,25
718,2010-05-29,-0.193272,-0.0516,25
719,2010-05-30,-0.168312,-0.3818,25
720,2010-05-31,-0.331996,-0.4019,25
721,2010-06-01,-0.178556,0.0,25
722,2010-06-02,-0.448828,-0.5267,25
723,2010-06-03,-0.15690400000000002,0.0,25
724,2010-06-04,-0.312252,-0.4391,25
725,2010-06-05,-0.055132,0.0,25
726,2010-06-06,-0.045336,0.0,25
727,2010-06-07,-0.356468,-0.4588,25
728,2010-06-08,-0.38014400000000004,-0.5267,25
729,2010-06-09,-0.20421599999999998,0.0,25
730,2010-06-10,-0.271584,-0.3855,25
731,2010-06-11,-0.211352,-0.25,25
732,2010-06-12,-0.349456,-0.3818,25
733,2010-06-13,-0.272352,-0.2263,25
734,2010-06-14,-0.102316,0.0,25
735,2010-06-15,-0.319316,-0.4753,25
736,2010-06-16,-0.23348399999999997,-0.2924,25
737,2010-06-17,-0.1267,0.0,25
738,2010-06-18,-0.287176,-0.4404,25
739,2010-06-19,-0.25890799999999997,-0.34,25
740,2010-06-20,-0.22676000000000002,-0.4939,25
741,2010-06-21,-0.131912,0.0,25
