Sample,t+1_Actual_scaled,t+1_LSTM_scaled,t+1_ARIMA_scaled,t+1_ENS_scaled,t+1_Actual_$,t+1_LSTM_$,t+1_ARIMA_$,t+1_ENS_$
125,0.9196435985620107,0.9951136,0.9229177034158532,0.9445764876784202,93.51226806640624,97.54091,93.68704212257889,94.84320349990766
126,0.9231513865717303,0.99607,0.9187857171052477,0.9419710340209451,93.69951629638672,97.591965,93.46647374135955,94.70412252229254
127,0.9310438024004685,0.9967483,0.9245671023520968,0.9462214939510026,94.12081909179688,97.628174,93.77508821615339,94.93101510995773
128,0.9208711742950298,0.99716437,0.9297289602124202,0.9499596065793887,93.57779693603516,97.65038,94.0506318764539,95.13055823263032
129,0.9212220531429237,0.99734986,0.921283368425179,0.9441033332642177,93.59652709960938,97.660286,93.59980015318081,94.8179461792482
130,0.9191172088280829,0.99730545,0.9211729901038411,0.9440127468011739,93.48416900634766,97.65791,93.5939080795317,94.81311060913445
131,0.9163111785141514,0.99706227,0.9185659835581524,0.9421148861339868,93.33438110351562,97.644936,93.45474420763433,94.71180145085701
132,0.8882485885880472,0.99661636,0.9172115725184179,0.9410330157809742,91.8363800048828,97.621124,93.3824447787197,94.65405043850717
133,0.9038583381320121,0.995945,0.8883232973020617,0.9206098190348287,92.66963958740234,97.58529,91.84036800941003,93.56384560552911
134,0.9224499147242912,0.9950549,0.9037121005629566,0.9311149525088614,93.66207122802734,97.53778,92.66183332149163,94.12461713541371
135,0.9222742609140827,0.9939758,0.9213306206433006,0.9431242037393271,93.65269470214844,97.48018,93.6023225103419,94.76567954570325
136,0.9340254865246082,0.99279016,0.9240403869725217,0.9446653196497623,94.2799835205078,97.416885,93.74697177289751,94.8479454140009
